match_id,winner,loser,q_winner,loser_pre,released,winner_pre,winner_post,winner_share,next_opponent_share,field_share,implied_winner_share,excess_absorption,raw_vig_pre,raw_vig_post
KXWCADVANCE-26JUN28RSACAN,CA,RSA,0.72,0.0009174311926605504,7.513085290213701e-06,0.0018348623853211008,0.00272975432211101,119.11111111111255,-13.000000000000028,-105.11111111109899,94.9753086419764,1.2541271285584306,1.09,1.099
KXWCADVANCE-26JUN29NEDMAR,MA,NL,0.42,0.055303717135086125,0.05438290682201062,0.012692656391659111,0.036832412523020254,0.44388499148028177,0.0007828930199714455,0.5553321154997451,0.32230631073177474,1.377214707563345,1.103,1.086
KXWCADVANCE-26JUN29GERPAR,PY,DE,0.14,0.03500897666068222,0.034097399632423336,0.0008976660682226211,0.003646308113035552,0.08061148575679764,0.8477045285464031,0.07168398569680248,0.16172008653229702,0.4984630387314241,1.114,1.097
KXWCADVANCE-26JUN29BRAJPN,BR,JP,0.74,0.008379888268156423,0.007453104208842243,0.055865921787709494,0.07136237256719183,2.0791941646404988,-0.01042028482111825,-1.0687738798193949,2.6336096429878992,0.7894845654808579,1.074,1.0790000000000002
KXWCADVANCE-26JUN30MEXECU,MX,EC,0.64,0.0046210720887245845,0.003692566981946497,0.032347504621072096,0.04735376044568245,4.063908900766904,-2.4064606088775267,-0.6574482918894187,4.92759412038113,0.824724764557633,1.0819999999999999,1.077
KXWCADVANCE-26JUN30FRASWE,FR,SE,0.89,0.002754820936639119,0.0018348577351671776,0.26262626262626265,0.3118675252989881,26.836556169429105,0.0036832412523017943,-25.840239410681477,17.690431849690658,1.5170096692635788,1.0889999999999997,1.087
KXWCADVANCE-26JUN30CIVNOR,NO,CIV,0.65,0.0027624309392265197,0.0027624309392265197,0.019337016574585638,0.024344569288389517,1.812734082397004,0.732209737827713,-1.5449438202247239,3.7692307692307683,0.4809294504318583,1.0859999999999999,1.0679999999999998
KXWCADVANCE-26JUL01USABIH,US,BIH,0.84,0.0092678405931418,-6.92275674557697e-05,0.03892493049119557,0.042016806722689065,-44.66250000000266,11.98750000000088,33.67500000000797,-107.10000000000731,0.41701680672268543,1.0789999999999997,1.0710000000000002
KXWCADVANCE-26JUL01BELSEN,BE,SN,0.67,0.0044563279857397515,0.003503947033358799,0.010695187165775404,0.013333333333333332,0.7529069767441847,1.2761627906976705,-1.0290697674419595,1.5033842415827832,0.5008080808080801,1.1219999999999997,1.05
KXWCADVANCE-26JUL01ENGCOD,GB,COD,0.88,0.009250693802035153,1.7083460391569688e-05,0.07678075855689177,0.08587257617728532,532.2000000000091,-113.00000000000223,-418.20000000000334,612.8795454545569,0.8683598660570245,1.081,1.083
KXWCADVANCE-26JUL02SUIDZA,CH,DZA,0.67,0.0009082652134423256,-3.780858031358729e-05,0.005449591280653953,0.007568590350047303,-56.045454545455215,-1.9772727272723065,59.02272727274349,-70.9925373134338,0.7894555775350465,1.1009999999999995,1.0570000000000002
KXWCADVANCE-26JUL02PORCRO,PT,HR,0.73,0.0027497708524289654,0.0017909980815756575,0.05682859761686528,0.07574304889741132,10.560843964671232,1.8027477919528723,-11.36359175662429,11.735800610321691,0.8998827021126211,1.0909999999999995,1.043
KXWCADVANCE-26JUL02ESPAUT,ES,AT,0.88,0.0009124087591240878,0.0009124087591240878,0.09124087591240877,0.11803588290840417,29.367327667610944,0.166194523135022,-28.53352219074601,13.636363636363646,2.1536040289581346,1.0959999999999999,1.059
KXWCADVANCE-26JUL03COLGHA,CO,GH,0.81,0.0008992805755395686,-5.21942103786046e-05,0.031474820143884905,0.02949571836346337,37.91803278688559,-8.999999999999998,-27.91803278688078,-141.4521351953052,-0.2680626399490652,1.1119999999999997,1.051
KXWCADVANCE-26JUL03ARGCPV,AR,CPV,0.93,0.0018416206261510132,0.0009122525964112363,0.1804788213627993,0.16263940520446094,-19.55534709193253,0.02814258911819837,20.52720450281406,14.891081119247902,-1.3132254760640376,1.0859999999999999,1.076
KXWCADVANCE-26JUL03AUSEGY,EGY,AU,0.61,0.0009302325581395352,0.0009302325581395352,0.0018604651162790703,0.002819548872180452,1.0310150375939848,23.17105263157892,-23.202067669173022,1.278688524590164,0.8063066319645266,1.0749999999999997,1.0639999999999998
KXWCADVANCE-26JUL04PARFRA,FR,PY,0.92,0.001836547291092746,0.0008814374534614184,0.3305785123966943,0.3495702005730659,21.54626865671636,0.17014925373134385,-20.71641791044787,32.612589227774144,0.6606733524355289,1.0889999999999997,1.047
KXWCADVANCE-26JUL04CANMAR,MA,CA,0.72,0.0018467220683287171,0.0008916122306973896,0.021237303785780245,0.024832855778414514,4.032640949554883,21.24629080118678,-24.278931750742032,9.262940982525546,0.4353521151826859,1.0829999999999997,1.0470000000000002
KXWCADVANCE-26JUL05MEXENG,GB,MX,0.49,0.04995287464655986,0.04899318174828731,0.07445805843543829,0.13435700575815743,1.222597618388258,-0.038770423705344975,-0.1838271946829151,1.5817948558542776,0.7729179380394252,1.0609999999999997,1.0419999999999998
KXWCADVANCE-26JUL05BRANOR,NO,BR,0.3,0.06523765144454802,0.064268659196486,0.013047530288909603,0.05329457364341085,0.6262312588699815,0.26418143240546854,0.10958730872454606,0.4737026992847809,1.3219921689606067,1.0729999999999997,1.032
KXWCADVANCE-26JUL06PORESP,ES,PT,0.66,0.051789077212806046,0.05079206823972529,0.11770244821092284,0.1794616151545364,1.2159214830970544,0.052344601962922475,-0.2682660850599827,1.1937807739334456,1.0185467128027672,1.0619999999999996,1.003
KXWCADVANCE-26JUL06USABEL,BE,US,0.46,0.03679245283018869,0.035801372552686214,0.01415094339622642,0.0267591674925669,0.3521715285576243,0.2674257658457592,0.38040270559660855,0.4640039150986779,0.7589839591821749,1.0599999999999996,1.009
